"16S rRNA Count","Arrangment","Biotic Relationships","Body Site","Body Subsite","Cell Arrangement","Cell Shape","Class","Disease","Diseases","Domain","Ecosystem","Ecosystem Category","Ecosystem Subtype","Ecosystem Type","Endospores","Energy Category","Energy Source","Family","GC Content","Genbank accessions","GenBank Project ID","Gene Count","Genome Name","Genome Size","Genus","GOLD ID","Gram Stain","Group","Habitat","Has 1PFK","Has 6PGL","Has ADP PFK","Has Any 1PFK","Has Any Gluconate Dehydratase","Has EDA","Has EDD","Has Gluconate Dehydratase","Has Gluconokinase","Has Phosphoketolase","Has PPi PFK","Has Rubisco","Has ZWF","IMG Pathwawy Count","IMG Pathway %","IMG Submission ID","Isolation","KEGG %","KEGG Count","KEGG ID","Metabolism","MetaCyc %","MetaCyc Count","Motility","NCBI Taxon ID","Optimal temp.","Order","Organism Name","Oxygen Req NCBI","Oxygen Requirement IMG","Paralogs %","Paralogs Count","Pathogenic in","Phenotype","Phylum","Project ID","Proposal Name","Refseq accessions","RefSeq project ID","RefSeq Project ID","Salinity","Sequence Status","Sequencing Center","Shape","Species","Specific Ecosystem","Sporulation","Status","Strain","Super Kingdom","Taxon Object ID","Taxonomy ID","Temp. range","Temperature Range","Has 1PFK or EDD"
11,"Singles","Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","Gastroenteritis","Gastroenteritis","Bacteria",,,,,,"Organic","Heterotroph","Vibrionaceae",45.4,"BA000031,BA000032",360,5032,"Vibrio parahaemolyticus RIMD 2210633",5.16577,"Vibrio","Gc00124",0,"Gammaproteobacteria","Aquatic","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",430,8.55,,"Free living",28.24,1421,"vpa",,16.02,806,"Yes",223926,"20-30","Vibrionales","Vibrio parahaemolyticus RIMD 2210633","Facultative","Facultative",13.43,676,"Human","Pathogen","Proteobacteria",360,"zzz",0,57969,57969,,"complete","Japanese Consortium, RIKEN","Rod","parahaemolyticus",,"Nonsporulating","Finished","RIMD 2210633","Bacteria",637000335,637000335,"Mesophilic","Mesophile","BOTH"
1,,"Free living",,,,"Rod-shaped","Thermotogae",,"None","Bacteria",,,,,"No","Organic","Heterotroph","Thermotogaceae",46.9,"CP000916",21023,1988,"Thermotoga neapolitana DSM 4359",1.9,"Thermotoga","Gc00944",0,"Thermotogae","Specialized","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",150,7.55,,"Free living",37.27,741,"tna","Sulfur reducer",22.28,443,,309803,"70-75","Thermotogales","Thermotoga neapolitana DSM 4359","Microaerophilic","Anaerobe",8.55,170,,"Piezophile","Thermotogae",21023,"zzz",0,59065,59065,,"complete","Genotech corp.","Rod","neapolitana",,"Nonsporulating","Finished","DSM 4359","Bacteria",643348584,643348584,"Hyperthermophilic","Hyperthermophile","1PFK"
1,"Singles","Free living",,,"Singles","Coccus-shaped","Thermoprotei",,"None","Archaea",,,,,"No","Inorganic","Lithotroph","Sulfolobaceae",35.8,"AE006641",108,3141,"Sulfolobus solfataricus P2",3,"Sulfolobus","Gc00057",,"Crenarchaeota","Specialized","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",257,8.18,,"Free living",22.48,706,"sso","Sulfur metabolizing",15,471,"No",273057,85,"Sulfolobales","Sulfolobus solfataricus P2","Aerobic","Obligate aerobe",28.05,881,"No","Acidophile","Crenarchaeota",108,"zzz",0,57721,57721,,"complete","Canadian Bioinformatics Resource, European Union","Irregular coccus","solfataricus",,"Nonsporulating","Finished","P2","Archaea",638154518,638154518,"Hyperthermophilic","Hyperthermophile","EDD"
2,,"Free living",,,"Clusters, Singles, Pairs","Coccus-shaped","Actinobacteria",,"None","Bacteria",,,,,,"Organic","Chemoorganotroph","Nakamurellaceae",70.9,"CP001737",29537,5471,"Nakamurella multipartita Y-104, DSM 44233",6.0603,"Nakamurella","Gc01177",0,"Actinobacteria","Terrestrial","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE",310,5.67,,"Free living",23.07,1262,"nml",,16.6,908,,479431,0,"Actinomycetales","Nakamurella multipartita DSM 44233",,"Aerobe",19.19,1050,"No",,"Actinobacteria",29537,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",0,59221,59221,,"complete","DOE Joint Genome Institute, DSMZ","Coccus","multipartita",,"Nonsporulating","Finished","Y-104, DSM 44233","Bacteria",644736393,644736393,"Mesophilic","Mesophile","1PFK"
3,"Filaments",,,,,,"Actinobacteria",,,"Bacteria",,,,,"Yes",,,"Frankiaceae",72.3,"CP002299",37913,7262,"Frankia sp. EuI1c",8.8,"Frankia",,0,"Actinobacteria","Multiple","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE",328,4.52,,,20.6,1496,"fri",,14.39,1045,,298654,0,"Actinomycetales","Frankia sp. EuI1c","Aerobic",,10.09,733,"No",,"Actinobacteria",37913,"zzz",0,42615,42615,,"complete","DOE Joint Genome Institute",,"sp.",,,"Finished","EuI1c","Bacteria",649633045,649633045,"Mesophilic",,"1PFK"
1,"Singles","Free living",,,"Singles","Rod-shaped","Thermotogae",,"None","Bacteria",,,,,"No","Organic","Heterotroph","Thermotogaceae",38.7,"CP000812",15644,2092,"Thermotoga lettingae TMO",2.13534,"Thermotoga","Gc00649",0,"Thermotogae","Specialized","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",168,8.03,,"Free living",37.43,783,"tle","Methanol degrading",20.65,432,"Yes",416591,65,"Thermotogales","Thermotoga lettingae TMO","Anaerobic","Anaerobe",13.05,273,"No",,"Thermotogae",15644,"Thermotoga lettingae TMO",0,58419,58419,,"complete","DOE Joint Genome Institute","Rod","lettingae",,"Nonsporulating","Finished","TMO","Bacteria",641228511,641228511,"Hyperthermophilic","Thermophile","1PFK"
12,"Singles","Symbiotic",,,"Singles","Rod-shaped","Gammaproteobacteria","None","None","Bacteria",,,,,"No","Organic","Heterotroph","Vibrionaceae",38.3,"CP000020,CP000021,CP000022",12986,3984,"Vibrio fischeri ES114",4.27633,"Aliivibrio","Gc00257",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",361,9.06,,"Symbiotic",31.58,1258,"vfi",,17.9,713,"Yes",312309,"20-28","Vibrionales","Vibrio fischeri ES114","Facultative","Facultative",13.08,521,"No","Luminescent, Non-Pathogen","Proteobacteria",12986,"zzz",0,58163,58163,"Non-halophilic","complete","Integrated Genomics Inc, Univ of Hawaii","Curved rod","fischeri",,"Nonsporulating","Finished","ES114","Bacteria",637000334,637000334,"Mesophilic","Mesophile","1PFK"
4,,,,,,,"Deinococci",,,"Bacteria",,,,,,,,"Deinococcaceae",,"CP002454",43461,3367,"Deinococcus maricopensis DSM 21211",3.5,"Deinococcus",,0,"Deinococcus-Thermus","Terrestrial","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",286,8.49,,,26.55,894,"dmr",,17.11,576,"No",709986,40,"Deinococcales","Deinococcus maricopensis DSM 21211","Aerobic",,3.09,104,,,"Thermi",43461,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",0,62225,62225,,"complete","DOE Joint Genome Institute, DSMZ","Coccus","maricopensis",,,"Finished","DSM 21211","Bacteria",649633034,649633034,"Mesophilic",,"1PFK"
1,"Singles","Free living",,,,"Rod-shaped","Halobacteria",,"None","Archaea",,,,,"No","Organic","Chemoorganotroph","Halobacteriaceae",65.7,"AM774415,AM774416,AM774417,AM774418,AM774419",106,2801,"Halobacterium salinarum R1, DSM 671",2.661,"Halobacterium","Gc00726",,"Euryarchaeota","Specialized","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",226,8.07,,"Free living",25.56,716,"hsl",,15.96,447,"Yes",478009,50,"Halobacteriales","Halobacterium salinarum R1","Anaerobic","Obligate aerobe",22.42,628,"No",,"Euryarchaeota",106,"zzz",0,61571,61571,"Extreme halophilic","complete","Max Planck Institute, Max-Planck Institute","Rod, Pleomorphic","salinarum",,"Nonsporulating","Finished","R1","Archaea",641522631,641522631,"Thermophilic","Thermophile","EDD"
5,,"Free living",,,,"Rod-shaped","Gammaproteobacteria",,"None","Bacteria",,,,,,"Organic","Heterotroph","Alteromonadaceae",44.9,"CP001103",13374,4128,"Alteromonas macleodii Deep ecotype, DSM 17117",4.4,"Alteromonas","Gc00846",0,"Gammaproteobacteria","Aquatic","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",321,7.78,,"Free living",25.34,1046,"amc",,16.76,692,"Yes",314275,0,"Alteromonadales","Alteromonas macleodii str. 'Deep ecotype'","Aerobic","Aerobe",9.21,380,"No","Barophile","Proteobacteria",13374,"zzz",0,58251,58251,,"complete","J. Craig Venter Institute, Univ Miguel Hernandez","Rod","macleodii",,,"Finished","Deep ecotype'","Bacteria",642555105,642555105,"Mesophilic","Mesophile","EDD"
1,"Singles","Symbiotic",,,"Singles","Rod-shaped","Gammaproteobacteria","None","None","Bacteria",,,,,"No","Organic","Heterotroph","Vibrionaceae",38.2,"CP001133,CP001139,CP001134",19393,4175,"Vibrio fischeri MJ11",4.48,"Aliivibrio","Gc00852",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",313,7.5,,"Symbiotic",29.7,1240,"vfm",,17.2,718,"Yes",388396,"20-28","Vibrionales","Vibrio fischeri MJ11","Facultative","Facultative",13.01,543,"No","Symbiont","Proteobacteria",19393,"zzz",0,58907,58907,"Non-halophilic","complete","J. Craig Venter Institute, Univ of Georgia","Curved rod","fischeri",,"Nonsporulating","Finished","MJ11","Bacteria",642555167,642555167,"Mesophilic","Mesophile","BOTH"
3,"Filaments","Symbiotic",,,"Filaments","Filament-shaped","Actinobacteria",,"None","Bacteria",,,,,,"Organic","Chemoorganotroph","Frankiaceae",71.2,"CP000820",13915,7250,"Frankia sp. EAN1pec",9,"Frankia","Gc00658",0,"Actinobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE",389,5.37,,"Symbiotic",20.14,1460,"fre","Nitrogen fixation",14.22,1031,,298653,0,"Actinomycetales","Frankia sp. EAN1pec","Aerobic","Aerobe",29.17,2115,,"Non-Pathogen","Actinobacteria",13915,"Frankia sp. strain CcI3 Sequencing",0,58367,58367,,"complete","DOE Joint Genome Institute",,"sp.",,"Sporulating","Finished","EAN1pec","Bacteria",641228492,641228492,"Mesophilic","Mesophile","BOTH"
1,,"Free living",,,,"Disc-shaped","Dehalococcoidetes",,"None","Bacteria",,,,,,"Inorganic","Chemolithotroph","Dehalococcoidaceae",47.2,"CP000688",15770,1443,"Dehalococcoides sp. BAV1",1.34189,"Dehalococcoides","Gc00558",,"Chloroflexi",,"TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",157,10.88,,"Free living",34.86,503,"deb","Dechlorinates Tetrachloroethene",21.48,310,,216389,0,"Dehalococcoidales","Dehalococcoides sp. BAV1","Anaerobic","Anaerobe",11.09,160,,,"Chloroflexi",15770,"zzz",0,58477,58477,,"complete","DOE Joint Genome Institute",,"sp.",,"Nonsporulating","Finished","BAV1","Bacteria",640427111,640427111,,"Mesophile","1PFK"
2,"Singles, Pairs, Chains and Spherical Bodies","Free living",,,"Chains, Pairs, Singles","Rod-shaped","Dictyoglomia",,"None","Bacteria",,,,,"No","Organic","Chemoorganotroph","Dictyoglomaceae",33.7,"CP001146",30731,1964,"Dictyoglomus thermophilum H-6-12, ATCC 35947",1.95999,"Dictyoglomus","Gc00863",0,"Other Bacteria","Aquatic","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",151,7.69,,"Free living",35.79,703,"dth",,21.89,430,"No",309799,78,"Dictyoglomales","Dictyoglomus thermophilum H-6-12","Anaerobic","Anaerobe",12.78,251,"No",,"Dictyoglomi",30731,"zzz",0,59439,59439,,"complete","J. Craig Venter Institute","Rod","thermophilum",,"Nonsporulating","Finished","H-6-12","Bacteria",643348542,643348542,"Thermophilic","Thermophile","1PFK"
9,"Singles","Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","Gastroenteritis, wound infections, primary septicemia","Septicemia, Gastroenteritis","Bacteria",,,,,,"Organic","Heterotroph","Vibrionaceae",46.7,"AE016795,AE016796",349,4665,"Vibrio vulnificus CMCP6",5.14485,"Vibrio","Gc00115",0,"Gammaproteobacteria","Aquatic","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",426,9.13,,"Free living",28.75,1341,"vvu",,16.4,765,"Yes",216895,"20-30","Vibrionales","Vibrio vulnificus CMCP6","Facultative","Facultative",12.56,586,"Human","Pathogen","Proteobacteria",349,"zzz",0,62909,62909,,"complete","Chonnam National Univ","Rod","vulnificus",,"Nonsporulating","Finished","CMCP6","Bacteria",637000336,637000336,"Mesophilic","Mesophile","BOTH"
3,"Singles, Aggregates","Free living",,,,"Coccus-shaped","Methanomicrobia",,"None","Archaea",,,,,"No","Inorganic","Lithotroph","Methanosarcinaceae",41.5,"AE008384",300,3469,"Methanosarcina mazei Go1, DSM 3647",4.1,"Methanosarcina","Gc00093",,"Euryarchaeota","Multiple","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",239,6.89,,"Free living",24.1,836,"mma","Methanogen",13.69,475,"No",192952,"30-40","Methanosarcinales","Methanosarcina mazei Go1","Anaerobic","Anaerobe",27.33,948,"No",,"Euryarchaeota",300,"zzz",0,57893,57893,,"complete","Goettingen Genomics Laboratory, Integrated Genomics Inc","Irregular coccus","mazei",,"Nonsporulating","Finished","Go1","Archaea",638154509,638154509,"Mesophilic","Mesophile","1PFK"
4,,,"Lymph nodes",,"Singles","Rod-shaped","Actinobacteria",,"Caseous lymphadenitis","Bacteria",,,,,,"Organic","Chemoorganotroph","Corynebacteriaceae",,"CP002097",48979,2171,"Corynebacterium pseudotuberculosis FRC41",2.3,"Corynebacterium","Gc01324",,"Actinobacteria",,"TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",208,9.58,,,33.72,732,"cpu",,22.2,482,,765874,0,"Actinomycetales","Corynebacterium pseudotuberculosis FRC41",,"Facultative",4.93,107,,"Pathogen","Actinobacteria",48979,"zzz",0,50585,50585,,"complete","Bielefeld Univ",,"pseudotuberculosis",,"Nonsporulating","Finished","FRC41","Bacteria",648028019,648028019,,"Mesophile","1PFK"
2,,"Free living",,,,"Coccus-shaped","Methanococci",,"None","Archaea",,,,,"No","Inorganic","Autotroph","Methanocaldococcaceae",31.6,"CP001787,CP001789,CP001788",33047,1808,"Methanocaldococcus vulcanius M7",1.7157,"Methanocaldococcus","Gc01124",0,"Euryarchaeota","Specialized","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",87,4.81,,"Free living",30.14,545,"mvu",,19.47,352,"Yes",579137,80,"Methanococcales","Methanocaldococcus vulcanius M7","Anaerobic","Anaerobe",8.9,161,"No","Piezophile","Euryarchaeota",33047,"CSP_787660, Methanoarchaea",0,41131,41131,,"complete","DOE Joint Genome Institute","Coccus","vulcanius",,"Nonsporulating","Finished","M7","Archaea",646311944,646311944,"Hyperthermophilic","Thermophile","1PFK"
5,,"Free living",,,,"Rod-shaped","Gammaproteobacteria","Shell disease","None","Bacteria",,,,,"No","Organic","Chemoorganotroph","Pseudoalteromonadaceae",44.6,"CP000388",13454,4405,"Pseudoalteromonas atlantica T6c",5.18701,"Pseudoalteromonas","Gc00395",0,"Gammaproteobacteria","Aquatic","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",375,8.51,,"Free living",26.67,1175,"pat",,18.02,794,"Yes",342610,0,"Alteromonadales","Pseudoalteromonas atlantica T6c","Aerobic","Aerobe",11.6,511,"Shellfish",,"Proteobacteria",13454,"zzz",0,58283,58283,,"complete","DOE Joint Genome Institute","Rod","atlantica",,"Nonsporulating","Finished","T6c","Bacteria",637000216,637000216,"Mesophilic","Mesophile","EDD"
2,,"Symbiotic",,,,"Filament-shaped","Actinobacteria","None","None","Bacteria",,,,,,"Organic","Chemoorganotroph","Frankiaceae",72.8,"CT573213",17403,6795,"Frankia alni ACN14a",7.5,"Frankia","Gc00412",0,"Actinobacteria","Host-associated","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE",338,4.97,,"Symbiotic",20.52,1394,"fal","Nitrogen fixation",14.32,973,,326424,0,"Actinomycetales","Frankia alni ACN14a",,"Aerobe",18.41,1251,"No","Non-Pathogen","Actinobacteria",17403,"zzz",0,58695,58695,"Non-halophilic","complete","Genoscope","Branched septate hyphae","alni",,"Sporulating","Finished","ACN14a","Bacteria",637000115,637000115,"Mesophilic","Mesophile","1PFK"
3,"Aggregates","Free living",,,"Filaments","Filament-shaped","Chloroflexi",,"None","Bacteria",,,,,,"Inorganic","Photosynthetic","Chloroflexaceae",56.4,"CP001337",16708,3895,"Chloroflexus aggregans DSM 9485",4.7,"Chloroflexus","Gc01077",,"Chloroflexi","Specialized","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",273,7.01,,"Free living",26.83,1045,"cag",,17.77,692,"Yes",326427,0,"Chloroflexales","Chloroflexus aggregans DSM 9485","Facultative","Facultative",12.86,501,"No","Green non-sulfur","Chloroflexi",16708,"zzz",0,58621,58621,,"complete","DOE Joint Genome Institute","Filament","aggregans",,,"Finished","DSM 9485","Bacteria",643348527,643348527,"Thermophilic","Thermophile","1PFK"
1,,,,,,"Rod-shaped","Alphaproteobacteria",,"None","Bacteria",,,,,,"Inorganic","Photosynthetic, Phototroph","Rhodobacteraceae",58.9,"CP000362,CP000464,CP000465,CP000466,CP000467",16426,4201,"Roseobacter denitrificans OCh 114",4.3349,"Roseobacter","Gc00448",0,"Alphaproteobacteria","Multiple","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",321,7.64,,,33.49,1407,"rde",,21.45,901,"Yes",375451,0,"Rhodobacterales","Roseobacter denitrificans OCh 114",,"Aerobe",10.88,457,"No","Non-Pathogen","Proteobacteria",16426,"zzz",0,58597,58597,,"complete","Arizona State Univ, TGen","Rod","denitrificans",,,"Finished","OCh 114","Bacteria",639633056,639633056,"Mesophilic","Mesophile","EDD"
2,"Singles","Free living",,,"Singles","Square-shaped","Halobacteria","None","None","Archaea",,,,,,"Inorganic","Phototroph","Halobacteriaceae",47.9,"AM180088,AM180089",17185,2914,"Haloquadratum walsbyi HBSQ001, DSM 16790",3.17936,"Haloquadratum","Gc00409",,"Euryarchaeota","Aquatic","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",231,7.93,,"Free living",27.49,801,"hwa",,16.54,482,,362976,0,"Halobacteriales","Haloquadratum walsbyi DSM 16790",,,14.55,424,"No","Non-Pathogen","Euryarchaeota",17185,"zzz",0,58673,58673,"Extreme halophilic","complete","Max Planck Institute, Max-Planck Institute","Square","walsbyi",,,"Finished","DSM 16790","Archaea",637000129,637000129,,"Mesophile","EDD"
1,"Singles, Pairs, Chains","Free living","Oral","Gingival crevices","Chains, Pairs, Singles","Rod-shaped","Actinobacteria",,"Endocarditis","Bacteria",,,,,"No","Organic","Chemoorganotroph","Coriobacteriaceae",,"CP002106",36641,1841,"Olsenella uli VPI, DSM 7084",2.1,"Olsenella","Gc01331",0,"Actinobacteria",,"TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",113,6.14,,"Free living",29.22,538,"ols",,17.82,328,"No",633147,37,"Coriobacteriales","Olsenella uli DSM 7084","Anaerobic","Anaerobe",8.47,156,,,"Actinobacteria",36641,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",0,51367,51367,,"complete","DOE Joint Genome Institute, DSMZ","Rod","uli",,"Nonsporulating","Finished","DSM 7084","Bacteria",648028047,648028047,"Mesophilic","Mesophile","1PFK"
3,"Singles","Free living",,,"Singles","Coccus-shaped","Methanococci",,"None","Archaea",,,,,"No","Inorganic","Chemolithoautotroph, Lithotroph","Methanococcaceae",33.1,"BX950229",10632,1777,"Methanococcus maripaludis S2",1.66114,"Methanococcus","Gc00177",,"Euryarchaeota","Aquatic","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",201,11.31,,"Free living",32.58,579,"mmp","Nitrogen fixation, Hydrogenotrophic, Methanogen",20.6,366,"Yes",267377,"35-40","Methanococcales","Methanococcus maripaludis S2","Anaerobic","Obligate anaerobe",10.97,195,"No",,"Euryarchaeota",10632,"zzz",0,58035,58035,,"complete","Univ of Washington- Seattle","Irregular coccus","maripaludis",,"Nonsporulating","Finished","S2","Archaea",638154506,638154506,"Mesophilic","Mesophile","1PFK"
1,,"Free living",,,,"Rod-shaped","Thermoprotei",,"None","Archaea",,,,,,"Organic","Heterotroph","Thermoproteaceae",45,"CP002100",32589,2592,"Vulcanisaeta distributa DSM 14429",2.4,"Vulcanisaeta","Gc01374",,"Crenarchaeota","Specialized","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",142,5.48,,"Free living",19.79,513,"vdi",,13.58,352,"No",572478,"85-90","Thermoproteales","Vulcanisaeta distributa DSM 14429","Anaerobic","Anaerobe",12.19,316,"No",,"Crenarchaeota",32589,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",0,52827,52827,,"complete","DOE Joint Genome Institute, DSMZ","Rod","distributa",,,"Finished","DSM 14429","Archaea",648028062,648028062,"Hyperthermophilic","Hyperthermophile","EDD"
7,"Singles","Free living",,,"Singles","Rod-shaped","Gammaproteobacteria","Bubonic plague","Bubonic and Pneumonic plague","Bacteria",,,,,,"Organic","Heterotroph","Enterobacteriaceae",47.6,"CP000305,CP000306,CP000307",16646,4306,"Yersinia pestis Nepal516",4.64559,"Yersinia","Gc00387",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",407,9.45,,"Free living",31.86,1372,"ypn",,18.16,782,,377628,0,"Enterobacteriales","Yersinia pestis Nepal516","Facultative","Facultative",15.3,659,"Human, Animal","Pathogen","Proteobacteria",16646,"zzz",0,58609,58609,"Non-halophilic","complete","DOE Joint Genome Institute","Rod","pestis",,"Nonsporulating","Finished","Nepal516","Bacteria",637000353,637000353,"Mesophilic","Mesophile","BOTH"
2,,"Free living",,,,,"Methanomicrobia",,"None","Archaea",,,,,"No","Inorganic","Lithotroph","Methanosaetaceae",53.5,"CP000477",15765,1785,"Methanosaeta thermophila PT",1.87947,"Methanosaeta","Gc00452",,"Euryarchaeota",,"TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",193,10.81,,"Free living",33.61,600,"mtp","Methanogen, Acetotrophic",21.18,378,"No",349307,0,"Methanosarcinales","Methanosaeta thermophila PT","Anaerobic","Anaerobe",10.31,184,,,"Euryarchaeota",15765,"zzz",0,58469,58469,,"complete","DOE Joint Genome Institute",,"thermophila",,"Nonsporulating","Finished","PT","Archaea",639633038,639633038,"Thermophilic","Thermophile","1PFK"
7,"Singles, Pairs","Free living",,,"Pairs, Singles","Rod-shaped","Gammaproteobacteria","Bacteremia, gastroenteritis","Salmonellosis, Gastroenteritis, Food poisoning","Bacteria",,,,,,"Organic","Chemoorganotroph","Enterobacteriaceae",52.1,"CP001144,CP001143",19467,4721,"Salmonella enterica sv Dublin CT_02021853",4.91791,"Salmonella","Gc00856",0,"Gammaproteobacteria","Multiple","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",486,10.29,,"Free living",30.99,1463,"sed",,19.15,904,"Yes",439851,0,"Enterobacteriales","Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853","Facultative","Facultative",15.84,748,"Human, Animal","Nontyphoidal","Proteobacteria",19467,"zzz",0,58917,58917,,"complete","J. Craig Venter Institute","Rod","enterica",,"Nonsporulating","Finished","subsp. enterica serovar Dublin str. CT_02021853","Bacteria",642555155,642555155,"Mesophilic","Mesophile","BOTH"
5,,"Free living",,,,"Rod-shaped","Clostridia",,"None","Bacteria",,,,,,"Both","Chemolithotroph, Organotroph, Methylotroph","Halobacteroidaceae",,"CP002105",32769,2438,"Acetohalobium arabaticum Z-7288, DSM 5501",2.5,"Acetohalobium","Gc01329",,"Firmicutes","Specialized","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",159,6.52,,"Free living",29.86,728,"aar","Acetogenic",19.32,471,,574087,0,"Halanaerobiales","Acetohalobium arabaticum DSM 5501","Anaerobic","Anaerobe",20.59,502,,,"Firmicutes",32769,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",0,51423,51423,"Moderate halophilic","complete","DOE Joint Genome Institute, DSMZ",,"arabaticum",,"Nonsporulating","Finished","DSM 5501","Bacteria",648028002,648028002,,"Mesophile","1PFK"
1,,"Free living",,,,,"Alphaproteobacteria",,"None","Bacteria",,,,,,"Both","Chemolithotroph, Heterotroph","Xanthobacteraceae",67.9,"CP002026",37659,4563,"Starkeya novella DSM 506",4.8,"Starkeya","Gc01353",,"Alphaproteobacteria",,"FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE",195,4.27,,"Free living",28.21,1287,"sno","Carbon dioxide fixation",18.15,828,,639283,0,"Rhizobiales","Starkeya novella DSM 506",,,18.98,866,,,"Proteobacteria",37659,"CSP_787087, Facultatively Methylotrophic Sulfur Oxidizing Bacteria",0,48815,48815,,"complete","JGI|DOE Joint Genome Institute|JGI-PGF",,"novella",,,"Finished","DSM 506","Bacteria",648028054,648028054,,"Mesophile","EDD"
