taxon_oid,Domain,Status,Proposal Name,Genome Name,Taxon Object ID,NCBI Taxon ID,RefSeq Project ID,GenBank Project ID,Phylum,Class,Order,Family,Genus,Species,Strain,Sequencing Center,Funding Agency,Add Date,Is Public,IMG Release,IMG Product Assignment,IMG Submission ID,GOLD ID,Biotic Relationships,Body Site,Body Subsite,Cell Arrangement,Cell Shape,Diseases,Energy Source,Energy Category,Ecosystem,Ecosystem Category,Ecosystem Type,Ecosystem Subtype,Isolation,Specific Ecosystem,Gram Staining,Host Name,Host Gender,Motility,Metabolism,Oxygen Requirement,Broad Oxygen Requirement,Phenotype,Relevance,Salinity,Sporulation,Temperature Range,IMG Sample Id,IMG Project Id,Scaffold Count,CRISPR Count,GC Count,GC %,Coding Base Count,Genome Size,Gene Count,CDS Count,CDS %,RNA Count,rRNA Count,5S rRNA Count,16S rRNA Count,18S rRNA Count,23S rRNA Count,28S rRNA Count,tRNA Count,Other RNA Count,Fused Count,Fused %,Fusion Component Count,Fusion component %,Pseudo Count,Pseudo %,Unchar Count,Unchar %,Obsolete Count,Obsolete %,Revised Count,Revised %,w/ Func Pred Count,w/ Func Pred %,w/o Func Pred Sim Count,w/o Func Pred Sim %,w/o Func Pred No Sim Count,w/o Func Pred No Sim %,Signal Peptide Count,Signal Peptide %,Transmembrane Count,Transmembrane %,Orthologs Count,Orthologs %`,Paralogs Count,Paralogs %,Ortholog Group Count,Paralog Group Count,SwissProt Count,SwissProt %,Not SwissProt Count,Not SwissProt %,SEED Count,SEED %,Not SEED Count,Not SEED %,COG Count,COG %,KOG Count,KOG %,Pfam Count,Pfam %,TIGRfam Count,TIGRfam %,COG Cluster Count,KOG Cluster Count,Pfam Cluster Count,TIGRfam Cluster Count,InterPro Count,InterPro %,Enzyme Count,Enzyme %,TC Count,TC %,KEGG Count,KEGG %,Not KEGG Count,Not KEGG %,KO Count,KO %,Not KO Count,Not KO %,MetaCyc Count,MetaCyc %,Not MetaCyc Count,Not MetaCyc %,IMG Term Count,IMG Term %,IMG Pathwawy Count,IMG Pathway %,IMG Parts List Count,IMG Parts List %,Chromosomal Cassette Gene Count,Chromosomal Cassette Gene %,Chromosomal Cassette Count,KEGG ID,Has ATP 6PFK,Has Ppi 6PFK,Has ADP 6PFK,Has ATP 1PFK,Has Any 6PFK,Has EDD,Has EDA,Has ED Genes,Has EMP Glycolysis,Has ED Pathway,Has SemiP ED Pathway,Has SLP Bypass EMP
643692043,Bacteria,Finished,Streptococcus pneumoniae Taiwan19F-14,Streptococcus pneumoniae Taiwan19F-14,643692043,487213,59119,28037,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pneumoniae,Taiwan19F-14,J. Craig Venter Institute,zzz,2009-06-09,Yes,IMG/W 2.9,zzz,zzz,Gc00974,Free living,Brain,zzz,"Chains, Pairs",Coccus-shaped,Pneumonia,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram+,Homo sapiens,zzz,Nonmotile,zzz,Facultative,Facultative,Pathogen,"Human Pathogen, Medical, Comparative analysis",zzz,Nonsporulating,Mesophile,zzz,13429,1,zzz,839938,0.4,1770020,2112148,2114,2044,96.69,70,12,4,4,zzz,4,zzz,58,zzz,178,8.42,978,46.26,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,1565,74.03,476,22.52,3,0.14,324,15.33,487,23.04,2023,95.7,288,13.62,1805,101,284,13.43,1760,83.25,1101,52.08,943,44.61,1510,71.43,668,31.6,1624,76.82,770,36.42,1089,463,1218,691,1696,80.23,599,28.33,311,14.71,677,32.02,1367,64.66,1156,54.68,888,42.01,382,18.07,1662,78.62,340,16.08,86,4.07,108,5.11,2047,96.83,225,snt,True,False,False,True,True,False,True,False,False,False,False,False
640427135,Archaea,Finished,Pyrobaculum,"Pyrobaculum arsenaticum PZ6, DSM 13514",640427135,340102,58409,15582,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,arsenaticum,DSM 13514,DOE Joint Genome Institute,DOE,2007-06-28,Yes,IMG/W 2.3,zzz,zzz,Gc00540,Free living,zzz,zzz,zzz,Rod-shaped,None,"Chemolithotroph, Organotroph, Autotroph",Both,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,Motile,zzz,Anaerobe,Anaerobe,Non-Pathogen,Biotechnological,zzz,Nonsporulating,Hyperthermophile,zzz,10145,1,3,1167671,0.55,1842072,2121076,2410,2363,98.05,47,3,1,1,zzz,1,zzz,43,1,92,3.82,694,28.8,66,2.74,zzz,zzz,zzz,zzz,zzz,zzz,1374,57.01,972,40.33,17,0.71,307,12.74,517,21.45,2263,93.9,347,14.4,1921,134,165,6.85,2198,91.2,2298,95.35,65,2.7,1493,61.95,743,30.83,1573,65.27,471,19.54,1020,537,988,435,1752,72.7,538,22.32,204,8.46,622,25.81,1741,72.24,1040,43.15,1323,54.9,399,16.56,1964,81.49,544,22.57,178,7.39,181,7.51,2304,95.6,204,pas,False,False,False,False,False,False,False,False,False,False,False,False
640753034,Archaea,Finished,5 mesophilic methanococci Proposal # 0179-051115,Methanococcus aeolicus Nankai-3,640753034,419665,58823,18641,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,aeolicus,Nankai-3,DOE Joint Genome Institute,DOE,2007-10-09,Yes,IMG/W 2.4,zzz,zzz,Gc00589,Free living,zzz,zzz,Singles,Coccus-shaped,None,Lithotroph,Inorganic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,Motile,Methanogen,Anaerobe,Anaerobe,zzz,"Carbon cycle, Biotechnological, Energy production, Comparative analysis",zzz,Nonsporulating,Mesophile,zzz,10096,1,1,471438,0.3,1333760,1569500,1554,1503,96.72,51,8,4,2,zzz,2,zzz,38,5,78,5.02,635,40.86,16,1.03,zzz,zzz,zzz,zzz,zzz,zzz,1099,70.72,401,25.8,3,0.19,117,7.53,280,18.02,1478,95.11,140,9.01,1369,63,226,14.54,1277,82.18,1111,71.49,392,25.23,1277,82.18,587,37.77,1268,81.6,601,38.67,1044,442,1015,594,1348,86.74,521,33.53,135,8.69,614,39.51,889,57.21,970,62.42,533,34.3,392,25.23,1111,71.49,548,35.26,184,11.84,164,10.55,1505,96.85,184,mae,False,False,True,False,True,False,False,False,False,False,False,False
644736409,Bacteria,Finished,Streptococcus suis SC84,Streptococcus suis SC84,644736409,568813,59323,32239,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,suis,SC84,"Sanger Institute, Univ of Cambridge, Univ of Montreal, Univ of Oxford",zzz,2009-10-13,Yes,IMG/W 3.0,zzz,zzz,Gc01063,Free living,zzz,zzz,"Chains, Pairs",Coccus-shaped,"Septicemia, Arthritis, Endocarditis, Meningitis",,,zzz,zzz,zzz,zzz,Free living,zzz,Gram+,Homo sapiens,zzz,Nonmotile,zzz,Facultative,Facultative,Pathogen,"Swine Pathogen, Animal Pathogen, Human Pathogen, Medical",zzz,Nonsporulating,Mesophile,zzz,11968,1,zzz,861557,0.41,1800018,2095898,1979,1898,95.91,81,12,4,4,zzz,4,zzz,56,13,164,8.29,856,43.25,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,1408,71.15,490,24.76,zzz,zzz,349,17.64,515,26.02,1874,94.69,171,8.64,1749,69,2,0.1,1896,95.81,1712,86.51,186,9.4,1497,75.64,674,34.06,1599,80.8,741,37.44,1097,469,1224,685,1669,84.34,578,29.21,266,13.44,639,32.29,1259,63.62,1084,54.78,814,41.13,390,19.71,1508,76.2,383,19.35,130,6.57,120,6.06,1945,98.28,199,sss,True,False,False,True,True,False,True,False,True,False,False,False
637000155,Bacteria,Finished,Magnetospirillum magneticum AMB-1,Magnetospirillum magneticum AMB-1,637000155,342108,58527,16217,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,magneticum,AMB-1,Tokyo Univ of Agriculture and Technology,MEXT,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00330,Free living,zzz,zzz,zzz,Spiral-shaped,None,Heterotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,Motile,zzz,Aerobe,Aerobe,"Synthesizes magnetosomes, Magnetotactic",Biotechnological,zzz,zzz,Mesophile,zzz,10356,1,zzz,3233291,0.65,4390508,4967142,4627,4559,98.53,68,6,2,2,zzz,2,zzz,50,12,458,9.9,2282,49.32,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,2957,63.91,1497,32.35,105,2.27,909,19.65,982,21.22,4279,92.48,866,18.72,3431,344,296,6.4,4263,92.13,2447,52.89,2112,45.65,3098,66.95,1439,31.1,3279,70.87,1296,28.01,1649,697,1719,1011,3595,77.7,1006,21.74,447,9.66,1180,25.5,3379,73.03,1947,42.08,2612,56.45,726,15.69,3833,82.84,997,21.55,322,6.96,402,8.69,4546,98.25,324,mag,True,False,False,False,True,False,False,False,False,False,False,False
642555144,Bacteria,Finished,Nostoc punctiforme ATCC 29133,Nostoc punctiforme PCC 73102,642555144,63737,57767,216,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,punctiforme,PCC 73102,"DOE Joint Genome Institute, Univ of Louisville",zzz,2008-09-20,Yes,IMG/W 2.7,zzz,zzz,Gc00777,Symbiotic,zzz,zzz,zzz,Filament-shaped,None,,,zzz,zzz,zzz,zzz,Symbiotic,zzz,Gram-,zzz,zzz,Motile,"Nitrogen fixation, Carbon dioxide fixation",Aerobe,Aerobe,zzz,"Biotechnological, Environmental",zzz,zzz,Mesophile,zzz,11591,6,8,3746385,0.41,7014490,9059191,6791,6690,98.51,101,12,4,4,zzz,4,zzz,88,1,584,8.6,2855,42.04,zzz,zzz,zzz,zzz,zzz,zzz,4,zzz,4054,59.7,2580,37.99,56,0.82,964,14.2,1545,22.75,6546,96.39,1993,29.35,4836,685,318,4.68,6372,93.83,5199,76.56,1491,21.96,4063,59.83,2149,31.64,4701,69.22,1509,22.22,1751,835,2005,1030,5178,76.25,1292,19.03,589,8.67,1383,20.37,5307,78.15,2437,35.89,4253,62.63,852,12.55,5838,85.97,1057,15.56,363,5.35,361,5.32,6076,89.47,1369,npu,True,False,False,False,True,False,True,False,False,False,False,False
649633027,Bacteria,Finished,Campylobacter jejuni jeuni ICDCCJ07001,Campylobacter jejuni jeuni ICDCCJ07001,649633027,757425,61249,47949,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,jejuni,subsp. jejuni ICDCCJ07001,National Institute of Infectious Diseases,zzz,2011-03-26,Yes,IMG/W 3.4,zzz,zzz,Gc01565,Free living,Gastrointestinal tract,zzz,"Chains, Singles",Spiral-shaped,Food poisoning,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,Female,Motile,zzz,Microaerophilic,Aerobe,"Pathogen, Food poisoning",Medical,zzz,Nonsporulating,Mesophile,zzz,17007,2,zzz,522090,0.31,1470133,1708924,1584,1531,96.65,53,9,3,3,zzz,3,zzz,44,zzz,76,4.8,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,1168,73.74,362,22.85,1,0.06,465,29.36,360,22.73,1526,96.34,20,1.26,1421,6,zzz,zzz,1531,96.65,1054,66.54,477,30.11,1303,82.26,573,36.17,1258,79.42,654,41.29,1029,433,1090,635,1414,89.27,564,35.61,279,17.61,646,40.78,885,55.87,1017,64.2,514,32.45,411,25.95,1120,70.71,269,16.98,87,5.49,100,6.31,1544,97.47,182,cjn,False,False,False,False,False,False,False,False,False,False,False,False
646564553,Bacteria,Finished,Mycoplasma agalactiae PG2,Mycoplasma agalactiae PG2,646564553,2110,46679,16095,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,agalactiae,zzz,Genoscope,zzz,2010-06-24,Yes,IMG/W 3.2,zzz,zzz,Gc00569,zzz,zzz,zzz,zzz,zzz,zzz,,,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,,,zzz,zzz,zzz,zzz,zzz,zzz,zzz,1,zzz,298226,0.3,894469,1006702,854,813,95.2,41,6,2,2,zzz,2,zzz,34,1,46,5.39,215,25.18,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,435,50.94,372,43.56,6,0.7,186,21.78,177,20.73,795,93.09,180,21.08,650,66,zzz,zzz,813,95.2,46,5.39,767,89.81,518,60.66,267,31.26,550,64.4,287,33.61,397,216,512,267,615,72.01,212,24.82,88,10.3,252,29.51,561,65.69,422,49.41,391,45.78,123,14.4,690,80.8,193,22.6,55,6.44,97,11.36,824,96.49,72,mal,False,False,False,False,False,False,False,False,False,False,False,False
644736336,Bacteria,Finished,Candidatus Liberibacter asiaticus psy62,Candidatus Liberibacter asiaticus psy62,644736336,537021,59227,29835,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Candidatus Liberibacter,Liberibacter,asiaticus str. psy62,"BCM-HGSC, Univ of Florida",zzz,2009-10-13,Yes,IMG/W 3.0,zzz,zzz,Gc01081,zzz,zzz,zzz,zzz,zzz,Huanglongbing,,,zzz,zzz,zzz,zzz,zzz,zzz,Gram-,Diaphorina citri,zzz,zzz,zzz,,,Pathogen,"Plant Pathogen, Agricultural",zzz,zzz,Mesophile,zzz,14067,1,zzz,447487,0.36,969973,1226704,1162,1109,95.44,53,9,3,3,zzz,3,zzz,44,zzz,55,4.73,321,27.62,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,751,64.63,297,25.56,61,5.25,119,10.24,244,21,1045,89.93,55,4.73,982,23,1,0.09,1108,95.35,zzz,zzz,1109,95.44,819,70.48,446,38.38,827,71.17,512,44.06,736,377,844,530,889,76.51,412,35.46,118,10.15,497,42.77,612,52.67,713,61.36,396,34.08,309,26.59,800,68.85,289,24.87,106,9.12,108,9.29,1085,93.37,205,las,False,True,False,False,True,False,False,False,False,False,False,False
646564581,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Thermobispora bispora R51, DSM 43833",646564581,469371,48999,20737,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,Thermobispora,bispora,DSM 43833,"DOE Joint Genome Institute, DSMZ",zzz,2010-06-24,Yes,IMG/W 3.2,zzz,zzz,Gc01281,Free living,zzz,zzz,zzz,Filament-shaped,None,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram+,zzz,zzz,Nonmotile,zzz,Aerobe,Aerobe,zzz,"GEBA, Tree of Life",zzz,Sporulating,Thermophile,zzz,11105,1,6,3034765,0.72,3509807,4189976,3661,3596,98.22,65,10,3,4,zzz,3,zzz,53,2,328,8.96,1906,52.06,50,1.37,zzz,zzz,zzz,zzz,zzz,zzz,2571,70.23,961,26.25,64,1.75,795,21.72,864,23.6,3409,93.12,491,13.41,2944,191,4,0.11,3592,98.12,2201,60.12,1395,38.1,2610,71.29,1319,36.03,2844,77.68,999,27.29,1398,703,1553,884,3043,83.12,874,23.87,422,11.53,994,27.15,2602,71.07,1577,43.08,2019,55.15,651,17.78,2945,80.44,643,17.56,225,6.15,199,5.44,3424,93.53,557,tbi,True,False,False,False,True,False,False,False,False,False,False,False
642555167,Bacteria,Finished,Vibrio fischeri MJ11,Vibrio fischeri MJ11,642555167,388396,58907,19393,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,fischeri,MJ11,"J. Craig Venter Institute, Univ of Georgia",zzz,2008-09-20,Yes,IMG/W 2.7,zzz,zzz,Gc00852,Symbiotic,zzz,zzz,Singles,Rod-shaped,None,Heterotroph,Organic,zzz,zzz,zzz,zzz,Symbiotic,zzz,Gram-,zzz,zzz,Motile,zzz,Facultative,Facultative,Symbiont,"Environmental, Marine Microbial Initiative (MMI), Marine Microbial Initiative (MMI)",zzz,Nonsporulating,Mesophile,zzz,11212,3,zzz,1720248,0.38,3946928,4503336,4175,4039,96.74,136,12,8,1,zzz,3,zzz,124,zzz,345,8.26,1773,42.47,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,3155,75.57,812,19.45,72,1.72,942,22.56,1054,25.25,3949,94.59,543,13.01,3550,225,447,10.71,3592,86.04,3326,79.66,713,17.08,3010,72.1,1223,29.29,3204,76.74,1429,34.23,1850,693,1988,1222,3455,82.75,1069,25.6,631,15.11,1240,29.7,2799,67.04,2338,56,1701,40.74,718,17.2,3321,79.54,916,21.94,313,7.5,329,7.88,4124,98.78,374,vfm,True,False,False,True,True,True,True,True,True,False,False,False
638154505,Archaea,Finished,Methanocaldococcus jannaschii DSM 2661,Methanocaldococcus jannaschii DSM 2661,638154505,243232,57713,102,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,jannaschii,DSM 2661,"J. Craig Venter Institute, Univ of Illinois at Urbana-Champaign","NASA, DOE, HGS",2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00004,Free living,zzz,zzz,zzz,Coccus-shaped,None,Lithotroph,Inorganic,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,Motile,Methanogen,Obligate anaerobe,Anaerobe,Piezophile,"Energy production, Biotechnological",zzz,Nonsporulating,Hyperthermophile,zzz,10682,3,15,544484,0.31,1526364,1739916,1844,1789,97.02,55,6,2,2,zzz,2,zzz,37,12,86,4.66,680,36.88,29,1.57,zzz,zzz,38,2,95,5,801,43.44,987,53.52,1,0.05,124,6.72,331,17.95,1743,94.52,188,10.2,1573,76,1749,94.85,40,2.17,1209,65.56,580,31.45,1427,77.39,599,32.48,1413,76.63,609,33.03,1122,458,1074,598,1609,87.26,487,26.41,133,7.21,535,29.01,1254,68,1010,54.77,779,42.25,350,18.98,1439,78.04,596,32.32,207,11.23,180,9.76,1790,97.07,124,mja,False,False,True,False,True,False,False,False,False,False,False,False
637000334,Bacteria,Finished,Vibrio fischeri ES114,Vibrio fischeri ES114,637000334,312309,58163,12986,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,fischeri,ES114,"Integrated Genomics Inc, Univ of Hawaii",W.M. Keck Foundation,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00257,Symbiotic,zzz,zzz,Singles,Rod-shaped,None,Heterotroph,Organic,zzz,zzz,zzz,zzz,Symbiotic,zzz,Gram-,zzz,zzz,Motile,zzz,Facultative,Facultative,"Luminescent, Non-Pathogen",Medical,zzz,Nonsporulating,Mesophile,zzz,10428,3,zzz,1643110,0.38,3771416,4284050,3984,3802,95.43,182,37,13,12,zzz,12,zzz,119,26,359,9.01,1843,46.26,zzz,zzz,zzz,zzz,1,zzz,zzz,zzz,2805,70.41,982,24.65,15,0.38,895,22.46,988,24.8,3772,94.68,521,13.08,3353,213,546,13.7,3256,81.73,3792,95.18,10,0.25,3026,75.95,1217,30.55,3211,80.6,1402,35.19,1849,687,1990,1194,3442,86.4,1066,26.76,646,16.21,1258,31.58,2544,63.86,2342,58.79,1460,36.65,713,17.9,3089,77.54,1042,26.15,361,9.06,392,9.84,3917,98.32,389,vfi,True,False,False,True,True,False,True,False,True,False,True,False
640069320,Bacteria,Finished,"Mycobacteria, 5 strains",Mycobacterium sp. JLS,640069320,164757,58489,16079,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,sp.,JLS,DOE Joint Genome Institute,DOE,2007-04-13,Yes,IMG/W 2.2,zzz,zzz,Gc00516,Free living,zzz,zzz,Singles,Rod-shaped,None,Chemoorganotroph,Organic,zzz,zzz,zzz,zzz,Free living,zzz,Gram+,zzz,zzz,Nonmotile,PAH-degrading,Aerobe,Aerobe,Non-Pathogen,Biotechnological,zzz,Nonsporulating,Mesophile,zzz,10169,1,zzz,4134487,0.68,5624172,6048425,5855,5788,98.86,67,6,2,2,zzz,2,zzz,48,13,537,9.17,3311,56.55,49,0.84,zzz,zzz,zzz,zzz,zzz,zzz,4128,70.5,1651,28.2,9,0.15,1265,21.61,1289,22.02,5666,96.77,1500,25.62,4414,534,307,5.24,5481,93.61,5737,97.98,51,0.87,4148,70.85,2186,37.34,4617,78.86,1368,23.36,1632,785,1775,1021,5011,85.58,1321,22.56,546,9.33,1368,23.36,4420,75.49,2176,37.16,3612,61.69,1032,17.63,4756,81.23,1085,18.53,337,5.76,465,7.94,5777,98.67,226,mjl,True,False,False,True,True,False,False,False,False,False,False,False
637000187,Archaea,Finished,"Natronomonas pharaonis Gabara, DSM 2160","Natronomonas pharaonis Gabara, DSM 2160",637000187,348780,58435,15742,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronomonas,pharaonis,DSM 2160,"Max Planck Institute, Max-Planck Institute",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nph,False,False,False,False,False,False,False,False,False,False,False,False
640753039,Bacteria,Finished,Parabacteroides distasonis ATCC 8503,Parabacteroides distasonis ATCC 8503,640753039,435591,58301,13485,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,distasonis,ATCC 8503,Washington Univ,NSF,2007-10-09,Yes,IMG/W 2.4,zzz,zzz,Gc00583,Free living,Gastrointestinal tract,Intestinal tract,zzz,Rod-shaped,Opportunistic peritoneal disease,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Nonmotile,zzz,Anaerobe,Anaerobe,Pathogen,"Human Gut Microbiome Initiative (HGMI), Animal Pathogen, Human Pathogen, Medical",zzz,Nonsporulating,Mesophile,zzz,10102,1,1,2167987,0.45,4372483,4811379,3975,3861,97.13,114,21,7,7,zzz,7,zzz,83,10,237,5.96,1516,38.14,12,0.3,zzz,zzz,zzz,zzz,1,zzz,2393,60.2,1459,36.7,9,0.23,1144,28.78,951,23.92,3823,96.18,815,20.5,3061,315,243,6.11,3618,91.02,2855,71.82,1006,25.31,2556,64.3,1133,28.5,2838,71.4,1071,26.94,1333,620,1485,825,3218,80.96,852,21.43,470,11.82,844,21.23,3017,75.9,1479,37.21,2382,59.92,618,15.55,3243,81.58,644,16.2,287,7.22,222,5.58,3925,98.74,320,pdi,True,True,False,False,True,False,True,False,False,False,False,False
643692026,Bacteria,Finished,Laribacter hongkongensis HLHK9,Laribacter hongkongensis HLHK9,643692026,557598,59265,30817,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Laribacter,hongkongensis,HLHK9,"Genome Research Centre, HKU, Univ of Hong Kong",zzz,2009-06-09,Yes,IMG/W 2.9,zzz,zzz,Gc00966,Free living,Gastrointestinal tract,zzz,zzz,Rod-shaped,"Gastroenteritis, Opportunistic infection",,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,Homo sapiens,zzz,Motile,zzz,Anaerobe,Anaerobe,Pathogen,"Medical, Human Pathogen, Comparative analysis",zzz,Nonsporulating,Mesophile,zzz,177,1,zzz,1976150,0.62,2805309,3169329,3333,3235,97.06,98,21,7,7,zzz,7,zzz,77,zzz,243,7.29,1441,43.23,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,2413,72.4,591,17.73,231,6.93,678,20.34,704,21.12,2985,89.56,444,13.32,2645,189,258,7.74,2977,89.32,zzz,zzz,3235,97.06,2294,68.83,993,29.79,2453,73.6,1160,34.8,1575,637,1696,1032,2594,77.83,859,25.77,455,13.65,991,29.73,2244,67.33,1722,51.67,1513,45.39,610,18.3,2625,78.76,705,21.15,277,8.31,221,6.63,3278,98.35,241,lhk,False,False,False,False,False,False,True,False,False,False,False,False
637000058,Bacteria,Finished,Candidatus Pelagibacter ubique SAR11 HTCC1062,Candidatus Pelagibacter ubique SAR11 HTCC1062,637000058,335992,58401,13989,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,Candidatus Pelagibacter,ubique HTCC1062,ubique HTCC1062,"COMB, Diversa, Oregon State Univ",NSF,2006-10-02,Yes,IMG/W 2.0,zzz,zzz,Gc00279,Free living,zzz,zzz,Singles,Rod-shaped,None,Oligotroph,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,Nonmotile,zzz,Aerobe,Aerobe,zzz,"Ecological, Environmental",zzz,zzz,Mesophile,zzz,10406,1,zzz,388480,0.3,1257835,1308759,1394,1354,97.13,40,3,1,1,zzz,1,zzz,32,5,104,7.46,664,47.63,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,1146,82.21,206,14.78,2,0.14,204,14.63,325,23.31,1331,95.48,60,4.3,1276,27,234,16.79,1120,80.34,1353,97.06,1,0.07,1131,81.13,646,46.34,1174,84.22,601,43.11,935,493,1022,603,1236,88.67,574,41.18,215,15.42,653,46.84,701,50.29,953,68.36,401,28.77,464,33.29,890,63.85,496,35.58,204,14.63,145,10.4,1394,100,17,pub,False,False,False,False,False,False,False,False,False,False,False,False
649633001,Bacteria,Finished,Achromobacter xylosoxidans A8,Achromobacter xylosoxidans A8,649633001,762376,59899,48393,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,xylosoxidans,A8,Max Planck Institute,zzz,2011-03-26,Yes,IMG/W 3.4,zzz,zzz,Gc01505,Free living,zzz,zzz,zzz,Rod-shaped,Opportunistic infection,,,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,Motile,zzz,Aerobe,Aerobe,zzz,"Biotechnological, Environmental, Bioremediation",zzz,zzz,zzz,zzz,17021,3,zzz,4840772,0.66,6729245,7359146,6885,6815,98.98,70,10,4,2,zzz,3,zzz,60,zzz,737,10.7,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,5620,81.63,1022,14.84,173,2.51,2803,40.71,1547,22.47,6636,96.38,395,5.74,4876,134,zzz,zzz,6815,98.98,102,1.48,6713,97.5,5741,83.38,2301,33.42,5723,83.12,1779,25.84,2043,794,2084,1268,6468,93.94,1605,23.31,1470,21.35,2094,30.41,4721,68.57,3385,49.16,3430,49.82,1192,17.31,5623,81.67,1348,19.58,391,5.68,459,6.67,6852,99.52,368,axy,False,False,False,False,False,False,True,False,False,False,False,False
646564534,Archaea,Finished,Comparative genomics of the Archaea,"Ferroglobus placidus AEDII12DO, DSM 10642",646564534,589924,40863,33635,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,placidus,DSM 10642,DOE Joint Genome Institute,zzz,2010-06-24,Yes,IMG/W 3.2,zzz,zzz,Gc01209,Free living,zzz,zzz,zzz,Coccus-shaped,None,"Chemolithotroph, Chemoorganotroph",Both,zzz,zzz,zzz,zzz,Free living,zzz,Gram-,zzz,zzz,Motile,Iron oxidizer,Anaerobe,Anaerobe,zzz,Tree of Life,zzz,Nonsporulating,Hyperthermophile,zzz,12209,1,6,969331,0.44,1996425,2196266,2622,2567,97.9,55,3,1,1,zzz,1,zzz,50,2,117,4.46,863,32.91,87,3.32,zzz,zzz,zzz,zzz,1,zzz,1619,61.75,781,29.79,167,6.37,269,10.26,502,19.15,2440,93.06,350,13.35,2091,133,3,0.11,2564,97.79,zzz,zzz,2567,97.9,1820,69.41,793,30.24,1889,72.04,676,25.78,1221,536,1195,619,2079,79.29,615,23.46,225,8.58,698,26.62,1869,71.28,1244,47.44,1323,50.46,451,17.2,2116,80.7,524,19.98,184,7.02,161,6.14,2521,96.15,143,fpl,False,False,False,False,False,False,False,False,False,False,False,False
