"taxon_oid","Domain","Status","Proposal Name","Genome Name","Taxon Object ID","NCBI Taxon ID","RefSeq Project ID","GenBank Project ID","Phylum","Class","Order","Family","Genus","Species","Strain","Sequencing Center","Funding Agency","Add Date","Is Public","IMG Release","IMG Product Assignment","IMG Submission ID","GOLD ID","Biotic Relationships","Body Site","Body Subsite","Cell Arrangement","Cell Shape","Diseases","Energy Source","Energy Category","Ecosystem","Ecosystem Category","Ecosystem Type","Ecosystem Subtype","Isolation","Specific Ecosystem","Gram Staining","Host Name","Host Gender","Motility","Metabolism","Oxygen Requirement","Broad Oxygen Requirement","Phenotype","Relevance","Salinity","Sporulation","Temperature Range","IMG Sample Id","IMG Project Id","Scaffold Count","CRISPR Count","GC Count","GC %","Coding Base Count","Genome Size","Gene Count","CDS Count","CDS %","RNA Count","rRNA Count","5S rRNA Count","16S rRNA Count","18S rRNA Count","23S rRNA Count","28S rRNA Count","tRNA Count","Other RNA Count","Fused Count","Fused %","Fusion Component Count","Fusion component %","Pseudo Count","Pseudo %","Unchar Count","Unchar %","Obsolete Count","Obsolete %","Revised Count","Revised %","w/ Func Pred Count","w/ Func Pred %","w/o Func Pred Sim Count","w/o Func Pred Sim %","w/o Func Pred No Sim Count","w/o Func Pred No Sim %","Signal Peptide Count","Signal Peptide %","Transmembrane Count","Transmembrane %","Orthologs Count","Orthologs %`","Paralogs Count","Paralogs %","Ortholog Group Count","Paralog Group Count","SwissProt Count","SwissProt %","Not SwissProt Count","Not SwissProt %","SEED Count","SEED %","Not SEED Count","Not SEED %","COG Count","COG %","KOG Count","KOG %","Pfam Count","Pfam %","TIGRfam Count","TIGRfam %","COG Cluster Count","KOG Cluster Count","Pfam Cluster Count","TIGRfam Cluster Count","InterPro Count","InterPro %","Enzyme Count","Enzyme %","TC Count","TC %","KEGG Count","KEGG %","Not KEGG Count","Not KEGG %","KO Count","KO %","Not KO Count","Not KO %","MetaCyc Count","MetaCyc %","Not MetaCyc Count","Not MetaCyc %","IMG Term Count","IMG Term %","IMG Pathwawy Count","IMG Pathway %","IMG Parts List Count","IMG Parts List %","Chromosomal Cassette Gene Count","Chromosomal Cassette Gene %","Chromosomal Cassette Count","KEGG Organism ID","Has ATP 6PFK","Has Ppi 6PFK","Has ADP 6PFK","Has ATP 1PFK","Has Any 6PFK","Has EDD","Has EDA","Has ED Genes"
648028057,"Bacteria","Finished","Human Microbiome Project (HMP) Reference Genomes","Streptococcus pneumoniae TCH8431/19A",648028057,525381,49735,34659,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","pneumoniae","TCH8431/19A","BCM-HGSC","zzz","2010-10-29","Yes","IMG/W 3.3","zzz","zzz","Gc01351","Free living","Airways","Respiratory tract","Pairs, Chains","Coccus-shaped","zzz",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","zzz","Nonmotile","zzz","Facultative","Facultative","zzz","Medical, Human Microbiome Project (HMP), Human Microbiome Project (HMP)","zzz","Nonsporulating","Mesophile","zzz",13458,1,"zzz",832071,0.4,1847004,2088772,2354,2275,96.64,79,12,4,4,"zzz",4,"zzz",58,9,159,6.75,950,40.36,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1764,74.94,505,21.45,6,0.25,500,21.24,534,22.68,2250,95.58,361,15.34,1923,112,"zzz","zzz",2275,96.64,1245,52.89,1030,43.76,1599,67.93,685,29.1,1694,71.96,775,32.92,1105,469,1245,697,1790,76.04,607,25.79,328,13.93,690,29.31,1585,67.33,1187,50.42,1088,46.22,393,16.69,1882,79.95,324,13.76,88,3.74,95,4.04,2327,98.85,173,"snc","True","False","False","True","True","False","True","False"
637000141,"Bacteria","Finished","Lactobacillus plantarum WCFS1","Lactobacillus plantarum WCFS1",637000141,220668,62911,356,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","plantarum","WCFS1","Greenomics, Wageningen Centre for Food Sciences","WCFS","2006-10-02","Yes","IMG/W 2.0","zzz","zzz","Gc00122","Free living","Oral","zzz","Chains","Rod-shaped","None",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","zzz","Nonmotile","zzz","Facultative","Facultative","Probiotic","Lactic acid production, Biotechnological, Food industry","zzz","zzz","Mesophile","zzz",10564,4,"zzz",1487375,0.44,2835677,3348625,3230,3100,95.98,130,16,6,5,"zzz",5,"zzz",72,42,246,7.62,1538,47.62,41,1.27,"zzz","zzz","zzz","zzz","zzz","zzz",2444,75.67,649,20.09,7,0.22,616,19.07,854,26.44,3055,94.58,695,21.52,2440,276,455,14.09,2645,81.89,3057,94.64,43,1.33,2305,71.36,1054,32.63,2476,76.66,989,30.62,1281,553,1382,786,2630,81.42,871,26.97,458,14.18,940,29.1,2160,66.87,1664,51.52,1436,44.46,557,17.24,2543,78.73,844,26.13,292,9.04,289,8.95,3098,95.91,423,"lpl","True","False","False","True","True","False","False","False"
645666403,"Eukaryota","Draft","zzz","Aspergillus flavus NRRL3357",645666403,332952,38227,38227,"Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","flavus","NRRL3357","J. Craig Ventor Institute","zzz","2009-10-13","Yes","IMG/W 3.0","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",,,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",,,"zzz","zzz","zzz","zzz","zzz","zzz","zzz",2761,"zzz",19328448,0.48,19666214,39974047,13487,13487,100,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",510,3.78,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",7869,58.35,5273,39.1,345,2.56,2343,17.37,2672,19.81,12859,95.34,2814,20.86,8692,1002,136,1.01,13351,98.99,"zzz","zzz",13487,100,6059,44.92,6839,50.71,8922,66.15,1197,8.88,1566,3028,3029,661,9942,73.72,1868,13.85,1205,8.93,2340,17.35,11147,82.65,3360,24.91,10127,75.09,1158,8.59,12329,91.41,223,1.65,73,0.54,32,0.24,"zzz","zzz","zzz",,"False","False","False","False","False","False","False","False"
639857020,"Bacteria","Draft","Methylophilales sp. HTCC2181","Methylophilales sp. HTCC2181",639857020,383631,54577,18317,"Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","unclassified","sp.","HTCC2181","J. Craig Venter Institute, Oregon State Univ","Moore Foundation","2007-01-28","Yes","IMG/W 2.1","zzz","zzz","Gi01433","Free living","zzz","zzz","zzz","zzz","None","Methylotroph","C1","zzz","zzz","zzz","zzz","Free living","zzz","Gram-","zzz","zzz","zzz","zzz",,,"zzz","Environmental, Marine Microbial Initiative (MMI)","zzz","zzz","Mesophile","zzz",11176,3,"zzz",494773,0.38,1239149,1304428,1377,1338,97.17,39,3,1,1,"zzz",1,"zzz",36,"zzz",105,7.63,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1026,74.51,294,21.35,18,1.31,236,17.14,288,20.92,1310,95.13,56,4.07,1270,27,"zzz","zzz",1338,97.17,"zzz","zzz",1338,97.17,1133,82.28,607,44.08,1161,84.31,717,52.07,994,484,1110,724,1268,92.08,556,40.38,138,10.02,584,42.41,754,54.76,937,68.05,401,29.12,425,30.86,913,66.3,537,39,240,17.43,174,12.64,1375,99.85,35,,"False","False","False","False","False","False","False","False"
649077308,"Eukaryota","Draft","zzz","Drosophila mojavensis",649077308,7230,29977,"zzz","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","mojavensis","zzz","Agencourt Bioscience Corporation","zzz","2011-03-26","Yes","IMG/W 3.4","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",,,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",,,"zzz","zzz","zzz","zzz","zzz","zzz","zzz",6841,"zzz",71144284,0.39,63647531,193826310,15187,14595,96.1,592,75,66,"zzz",1,"zzz","zzz",267,250,48,0.32,"zzz","zzz",3,0.02,"zzz","zzz","zzz","zzz","zzz","zzz",14595,96.1,"zzz","zzz","zzz","zzz",3569,23.5,3327,21.91,12898,84.93,1479,9.74,8382,453,135,0.89,14460,95.21,82,0.54,14513,95.56,7028,46.28,9326,61.41,9676,63.71,900,5.93,1439,4302,3368,551,11280,74.27,1830,12.05,1013,6.67,2652,17.46,11943,78.64,3958,26.06,10637,70.04,881,5.8,13714,90.3,119,0.78,37,0.24,37,0.24,"zzz","zzz","zzz",,"False","False","False","False","False","False","False","False"
648028005,"Bacteria","Finished","Aggregatibacter actinomycetemcomitans D11S-1","Aggregatibacter actinomycetemcomitans D11S-1",648028005,668336,41333,40107,"Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","actinomycetemcomitans","D11S-1","Univ of South California","zzz","2010-10-29","Yes","IMG/W 3.3","zzz","zzz","Gc01122","Symbiotic","Oral","Periodontal","Pairs, Singles, Chains","Rod-shaped","Periodontitis, Periodontal infection",,,"zzz","zzz","zzz","zzz","Symbiotic","zzz","Gram-","Homo sapiens","zzz","Nonmotile","zzz","Facultative","Facultative","Pathogen","Human Pathogen, Medical, Animal Pathogen","zzz","zzz","Mesophile","zzz",15450,2,"zzz",948518,0.44,1890699,2136809,2251,2178,96.76,73,19,7,6,"zzz",6,"zzz",54,"zzz",154,6.84,802,35.63,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1764,78.37,346,15.37,68,3.02,673,29.9,510,22.66,2119,94.14,146,6.49,1967,58,"zzz","zzz",2178,96.76,445,19.77,1733,76.99,1721,76.45,710,31.54,1756,78.01,930,41.31,1366,504,1414,924,1869,83.03,737,32.74,375,16.66,792,35.18,1386,61.57,1484,65.93,694,30.83,489,21.72,1689,75.03,490,21.77,157,6.97,177,7.86,2221,98.67,159,"aat","True","False","False","True","True","False","False","False"
639857004,"Bacteria","Draft","Mariprofundus ferrooxydans PV-1","Mariprofundus ferrooxydans PV-1",639857004,314345,54269,13615,"Proteobacteria","Zetaproteobacteria","Mariprofundales","Mariprofundaceae","Mariprofundus","ferrooxydans","PV-1","J. Craig Venter Institute, Woods Hole Oceanographic Institute","Moore Foundation","2007-01-28","Yes","IMG/W 2.1","zzz","zzz","Gi00906","Free living","zzz","zzz","zzz","zzz","None","Chemolithoautotroph","Inorganic","zzz","zzz","zzz","zzz","Free living","zzz","Gram-","zzz","zzz","zzz","Iron oxidizer","Aerobe","Aerobe","zzz","Marine Microbial Initiative (MMI), Environmental","zzz","zzz","Mesophile","zzz",12037,32,"zzz",1548383,0.54,2597138,2867087,2920,2866,98.15,54,6,2,2,"zzz",2,"zzz",48,"zzz",226,7.74,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1695,58.05,1061,36.34,110,3.77,587,20.1,735,25.17,2721,93.18,278,9.52,2436,122,"zzz","zzz",2866,98.15,"zzz","zzz",2866,98.15,2034,69.66,941,32.23,2164,74.11,998,34.18,1418,603,1524,882,2353,80.58,736,25.21,296,10.14,773,26.47,2093,71.68,1343,45.99,1523,52.16,529,18.12,2337,80.03,651,22.29,252,8.63,225,7.71,2896,99.18,194,,"False","False","False","False","False","False","False","False"
641736154,"Bacteria","Draft","CSP_777420","Burkholderia ambifaria IOP40-10",641736154,396596,54913,20669,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","ambifaria","IOP40-10","DOE Joint Genome Institute","zzz","2008-05-30","Yes","IMG/W 2.6","zzz","zzz","Gi01587","zzz","zzz","zzz","zzz","Rod-shaped","None",,,"zzz","zzz","zzz","zzz","zzz","zzz","Gram-","zzz","zzz","Motile","Nitrogen fixation, Pollutant degrader","Facultative","Facultative","zzz","Biotechnological, Biocontrol, Agricultural","zzz","Nonsporulating","Mesophile","zzz",12135,629,"zzz",5101781,0.66,6353567,7689995,6979,6923,99.2,56,2,"zzz",1,"zzz",1,"zzz",54,"zzz",706,10.12,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",5085,72.86,1732,24.82,106,1.52,1624,23.27,1520,21.78,6628,94.97,1691,24.23,5416,608,"zzz","zzz",6923,99.2,553,7.92,6370,91.27,5057,72.46,2169,31.08,5357,76.76,1807,25.89,2041,830,2135,1288,5752,82.42,1542,22.09,1081,15.49,1761,25.23,5162,73.96,2971,42.57,3952,56.63,1126,16.13,5797,83.06,1703,24.4,462,6.62,825,11.82,6581,94.3,1104,,"False","False","False","False","False","False","False","False"
641736149,"Bacteria","Draft","CSP_777420","Burkholderia ambifaria MEX-5",641736149,396597,54911,20667,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","ambifaria","MEX-5","DOE Joint Genome Institute","zzz","2008-05-30","Yes","IMG/W 2.6","zzz","zzz","Gi01586","zzz","zzz","zzz","zzz","Rod-shaped","None",,,"zzz","zzz","zzz","zzz","zzz","zzz","Gram-","zzz","zzz","Motile","Nitrogen fixation, Pollutant degrader","Facultative","Facultative","zzz","Biotechnological, Biocontrol, Agricultural","zzz","Nonsporulating","Mesophile","zzz",12134,706,"zzz",5182023,0.66,6467333,7855467,7181,7124,99.21,57,5,"zzz",2,"zzz",3,"zzz",52,"zzz",688,9.58,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",5143,71.62,1876,26.12,105,1.46,1667,23.21,1546,21.53,6841,95.27,1664,23.17,5533,597,"zzz","zzz",7124,99.21,360,5.01,6764,94.19,5071,70.62,2122,29.55,5401,75.21,1829,25.47,2072,813,2144,1290,5858,81.58,1506,20.97,1072,14.93,1733,24.13,5391,75.07,2951,41.09,4173,58.11,1098,15.29,6026,83.92,1654,23.03,445,6.2,791,11.02,6773,94.32,1203,,"False","False","False","False","False","False","False","False"
646564584,"Bacteria","Finished","CSP_777389","Thioalkalivibrio sp. K90mix",646564584,396595,46181,30759,"Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Thioalkalivibrio","sp.","K90mix","DOE Joint Genome Institute","zzz","2010-06-24","Yes","IMG/W 3.2","zzz","zzz","Gc01217","Free living","zzz","zzz","zzz","Rod-shaped","None","Chemolithoautotroph","Inorganic","zzz","zzz","zzz","zzz","Free living","zzz","Gram-","zzz","zzz","Motile","Sulfur oxidizer","Facultative","Facultative","Alkalophile","Biotechnological, Environmental","Halotolerant","Nonsporulating","Mesophile","zzz",12022,2,2,1956383,0.66,2673521,2985056,2942,2888,98.16,54,3,1,1,"zzz",1,"zzz",48,3,195,6.63,1231,41.84,33,1.12,"zzz","zzz","zzz","zzz","zzz","zzz",2086,70.9,692,23.52,110,3.74,617,20.97,708,24.07,2760,93.81,267,9.08,2513,108,"zzz","zzz",2888,98.16,"zzz","zzz",2888,98.16,2139,72.71,962,32.7,2292,77.91,1067,36.27,1469,617,1607,967,2461,83.65,756,25.7,337,11.45,836,28.42,2052,69.75,1499,50.95,1389,47.21,541,18.39,2347,79.78,592,20.12,209,7.1,209,7.1,2875,97.72,187,"tkm","True","False","False","False","True","False","False","False"
649989983,"Bacteria","Draft","Human Microbiome Project (HMP) Reference Genomes","Phascolarctobacterium sp. YIT 12067",649989983,626939,62745,48505,"Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium","sp.","YIT 12067","Washington Univ","zzz","2011-03-26","Yes","IMG/W 3.4","zzz","zzz","Gi05925","Free living","Gastrointestinal tract","Intestinal tract","zzz","zzz","None",,,"zzz","zzz","zzz","zzz","Free living","zzz","zzz","Homo sapiens","zzz","zzz","zzz",,,"Non-Pathogen","Human Microbiome Project (HMP), Medical","zzz","zzz","Mesophile","zzz",16469,118,"zzz",1011138,0.48,1897633,2122261,2202,2150,97.64,52,3,1,1,"zzz",1,"zzz",46,3,160,7.27,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1706,77.48,296,13.44,148,6.72,599,27.2,504,22.89,2055,93.32,45,2.04,1847,17,"zzz","zzz",2150,97.64,4,0.18,2146,97.46,1648,74.84,699,31.74,1629,73.98,808,36.69,1232,481,1272,766,1854,84.2,570,25.89,311,14.12,630,28.61,1520,69.03,1064,48.32,1086,49.32,406,18.44,1744,79.2,196,8.9,73,3.32,54,2.45,2149,97.59,180,,"False","False","False","False","False","False","False","False"
641736151,"Bacteria","Draft","CSP_777420","Burkholderia graminis C4D1M",641736151,396598,54887,20537,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","graminis","C4D1M","DOE Joint Genome Institute","zzz","2008-05-30","Yes","IMG/W 2.6","zzz","zzz","Gi01588","zzz","zzz","zzz","zzz","Rod-shaped","None",,,"zzz","zzz","zzz","zzz","zzz","zzz","Gram-","Maize","zzz","Motile","Pollutant degrader, Nitrogen fixation","Facultative","Facultative","zzz","Biocontrol, Agricultural, Biotechnological","zzz","Nonsporulating","Mesophile","zzz",12136,70,"zzz",4700924,0.63,6447672,7477263,6798,6747,99.25,51,10,5,"zzz","zzz",5,"zzz",41,"zzz",781,11.49,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",5193,76.39,1457,21.43,97,1.43,1538,22.62,1593,23.43,6545,96.28,1878,27.63,5071,679,"zzz","zzz",6747,99.25,60,0.88,6687,98.37,5257,77.33,2349,34.55,5506,80.99,1835,26.99,2036,812,2092,1327,5860,86.2,1616,23.77,1179,17.34,1910,28.1,4837,71.15,3207,47.18,3540,52.07,1194,17.56,5553,81.69,1650,24.27,464,6.83,642,9.44,6596,97.03,807,,"False","False","False","False","False","False","False","False"
648028048,"Bacteria","Finished","Paenibacillus polymyxa E681","Paenibacillus polymyxa E681",648028048,349520,53477,16065,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","polymyxa","E681","KRIBB","zzz","2010-10-29","Yes","IMG/W 3.3","zzz","zzz","Gc01394","Free living","zzz","zzz","zzz","Rod-shaped","None",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram+","zzz","zzz","zzz","zzz",,,"Biofertilizer, Antimicrobial activities, Non-Pathogen, Plant-growth-promoting rhizobacteria","Agricultural, Antibiotic production, Biotechnological","zzz","Sporulating","Mesophile","zzz",11660,1,"zzz",2470325,0.46,4674808,5394884,4932,4805,97.42,127,36,12,12,"zzz",12,"zzz",91,"zzz",400,8.11,2233,45.28,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",3157,64.01,1557,31.57,91,1.85,1358,27.53,1273,25.81,4684,94.97,929,18.84,3779,329,"zzz","zzz",4805,97.42,1,0.02,4804,97.4,3491,70.78,1481,30.03,3753,76.09,1345,27.27,1711,707,1852,1120,4016,81.43,982,19.91,690,13.99,1201,24.35,3604,73.07,2019,40.94,2786,56.49,661,13.4,4144,84.02,427,8.66,111,2.25,129,2.62,4827,97.87,527,"ppy","True","False","False","True","True","False","True","False"
643348516,"Bacteria","Finished","Bifidobacterium longum infantis ATCC 15697","Bifidobacterium longum infantis ATCC 15697",643348516,391904,58677,17189,"Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","longum","subsp. infantis ATCC 15697","DOE Joint Genome Institute","zzz","2009-02-11","Yes","IMG/W 2.8","zzz","zzz","Gc00886","Free living","Gastrointestinal tract","zzz","Singles, Pairs, Clusters","Rod-shaped","None",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","zzz","Nonmotile","zzz","Anaerobe","Anaerobe","Probiotic, Non-Pathogen","Biotechnological, Food industry","zzz","Nonsporulating","Mesophile","zzz",10921,1,"zzz",1695772,0.6,2432626,2832748,2577,2486,96.47,91,12,4,4,"zzz",4,"zzz",79,"zzz",155,6.01,807,31.32,72,2.79,"zzz","zzz","zzz","zzz","zzz","zzz",1567,60.81,904,35.08,15,0.58,462,17.93,627,24.33,2378,92.28,352,13.66,2005,144,188,7.3,2298,89.17,1493,57.94,993,38.53,1626,63.1,777,30.15,1741,67.56,659,25.57,1011,505,1155,605,1894,73.5,550,21.34,383,14.86,650,25.22,1836,71.25,1112,43.15,1374,53.32,385,14.94,2101,81.53,510,19.79,171,6.64,157,6.09,2438,94.61,295,"bln","False","False","False","False","False","False","False","False"
639633035,"Bacteria","Finished","Listeria welshimeri sv 6b, SLCC5334","Listeria welshimeri sv 6b, SLCC5334",639633035,386043,61605,13443,"Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","welshimeri","serovar 6b str. SLCC5334","Univ of Giessen, Univ of Wuerzburg","BMBF","2007-01-28","Yes","IMG/W 2.1","zzz","zzz","Gc00418","Free living","zzz","zzz","Chains, Singles","Rod-shaped","None","Chemoorganotroph","Organic","zzz","zzz","zzz","zzz","Free living","zzz","Gram+","zzz","zzz","Motile","zzz","Facultative","Facultative","Non-Pathogen","Medical","zzz","Nonsporulating","Mesophile","zzz",10268,1,"zzz",1022993,0.36,2527843,2814130,2913,2780,95.43,133,18,6,6,"zzz",6,"zzz",66,49,269,9.23,1494,51.29,6,0.21,"zzz","zzz","zzz","zzz","zzz","zzz",2054,70.51,707,24.27,19,0.65,552,18.95,758,26.02,2745,94.23,484,16.62,2448,196,406,13.94,2374,81.5,2470,84.79,310,10.64,2204,75.66,968,33.23,2289,78.58,1005,34.5,1456,576,1510,863,2417,82.97,805,27.63,436,14.97,950,32.61,1830,62.82,1582,54.31,1198,41.13,535,18.37,2245,77.07,844,28.97,310,10.64,271,9.3,2888,99.14,165,"lwe","True","False","False","True","True","False","False","False"
649989922,"Bacteria","Draft","Human Microbiome Project (HMP) Reference Genomes","Clostridium symbiosum WAL-14163",649989922,742740,63097,46399,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","symbiosum","WAL-14163","Broad Institute","zzz","2011-03-26","Yes","IMG/W 3.4","zzz","zzz","Gi06022","Free living","Gastrointestinal tract","zzz","Singles, Pairs","Rod-shaped","None","Chemoorganotroph","Organic","zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","zzz","Motile","Saccharolytic","Obligate anaerobe","Anaerobe","Beta-hemolytic","Human Microbiome Project (HMP), Medical, Human Microbiome Project (HMP)","zzz","Sporulating","Mesophile","zzz",16559,142,"zzz",2535195,0.48,4504192,5312064,4758,4688,98.53,70,4,2,1,"zzz",1,"zzz",66,"zzz",339,7.12,"zzz","zzz",1,0.02,"zzz","zzz","zzz","zzz","zzz","zzz",1509,31.72,3118,65.53,61,1.28,1166,24.51,1189,24.99,4569,96.03,203,4.27,3451,64,"zzz","zzz",4688,98.53,"zzz","zzz",4688,98.53,3526,74.11,1343,28.23,3530,74.19,1271,26.71,1577,597,1634,916,4186,87.98,886,18.62,737,15.49,1021,21.46,3667,77.07,1765,37.1,2923,61.43,615,12.93,4073,85.6,428,9,121,2.54,144,3.03,4584,96.34,642,,"False","False","False","False","False","False","False","False"
649989923,"Bacteria","Draft","Human Microbiome Project (HMP) Reference Genomes","Clostridium symbiosum WAL-14673",649989923,742741,63157,46401,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","symbiosum","WAL-14673","Broad Institute","zzz","2011-03-26","Yes","IMG/W 3.4","zzz","zzz","Gi06023","Free living","Gastrointestinal tract","zzz","Pairs, Singles","Rod-shaped","None","Chemoorganotroph","Organic","zzz","zzz","zzz","zzz","Free living","zzz","Gram+","Homo sapiens","zzz","Motile","Saccharolytic","Obligate anaerobe","Anaerobe","Beta-hemolytic","Human Microbiome Project (HMP), Medical, Human Microbiome Project (HMP)","zzz","Sporulating","Mesophile","zzz",16560,195,"zzz",2340142,0.48,4080560,4857801,4265,4194,98.34,71,4,2,1,"zzz",1,"zzz",67,"zzz",322,7.55,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1976,46.33,2197,51.51,21,0.49,1079,25.3,1098,25.74,4101,96.15,234,5.49,3040,68,"zzz","zzz",4194,98.34,2,0.05,4192,98.29,3328,78.03,1281,30.04,3323,77.91,1230,28.84,1528,585,1557,902,3849,90.25,857,20.09,697,16.34,978,22.93,3216,75.4,1712,40.14,2482,58.19,604,14.16,3590,84.17,414,9.71,115,2.7,145,3.4,4073,95.5,628,,"False","False","False","False","False","False","False","False"
641736127,"Bacteria","Draft","Burkholderia thailandensis MSMB43","Burkholderia thailandensis MSMB43",641736127,441157,54775,19501,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","thailandensis","MSMB43","NMRC, Naval Medical Research Center (NMRC)","zzz","2008-05-30","Yes","IMG/W 2.6","zzz","zzz","Gi01967","Free living","zzz","zzz","zzz","Rod-shaped","Melioidosis",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","Homo sapiens","zzz","Motile","zzz","Aerobe","Aerobe","Pathogen","Human Pathogen, Medical","zzz","zzz","Mesophile","zzz",10953,1230,"zzz",4661813,0.67,5963060,6956166,7481,7426,99.26,55,3,1,1,"zzz",1,"zzz",52,"zzz",541,7.23,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",4975,66.5,2178,29.11,273,3.65,1568,20.96,1455,19.45,6888,92.07,1264,16.9,5677,483,"zzz","zzz",7426,99.26,94,1.26,7332,98.01,4836,64.64,2053,27.44,5156,68.92,1712,22.88,2042,824,2188,1283,6602,88.25,1343,17.95,1083,14.48,1611,21.53,5815,77.73,2768,37,4658,62.26,995,13.3,6431,85.96,1152,15.4,306,4.09,436,5.83,6924,92.55,1461,,"False","False","False","False","False","False","False","False"
638341049,"Bacteria","Draft","Campylobacter jejuni jejuni 260.94","Campylobacter jejuni jejuni 260.94",638341049,360108,54369,16229,"Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","jejuni","subsp. jejuni 260.94","J. Craig Venter Institute","NIAID","2006-10-02","Yes","IMG/W 2.0","zzz","zzz","Gi01261","Free living","zzz","zzz","Chains, Singles","Spiral-shaped","Food poisoning, GBS",,,"zzz","zzz","zzz","zzz","Free living","zzz","Gram-","Homo sapiens","zzz","Motile","zzz","Microaerophilic","Aerobe","Food poisoning, Pathogen","Animal Pathogen, Human Pathogen, Medical, Poultry Pathogen","zzz","Nonsporulating","Mesophile","zzz",10978,10,"zzz",506287,0.31,1570174,1657845,1771,1716,96.89,55,11,3,3,"zzz",5,"zzz",44,"zzz",120,6.78,"zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz","zzz",1353,76.4,361,20.38,2,0.11,306,17.28,405,22.87,1700,95.99,92,5.19,1602,41,"zzz","zzz",1716,96.89,1713,96.73,3,0.17,1332,75.21,605,34.16,1368,77.24,727,41.05,1104,463,1181,714,1487,83.96,573,32.35,292,16.49,673,38,1043,58.89,1069,60.36,647,36.53,421,23.77,1295,73.12,405,22.87,147,8.3,136,7.68,1764,99.6,46,,"False","False","False","False","False","False","False","False"
